x = |100994,101015>
x = |10130608,10130624>
x = |10158790,10158811>
x = |10159878,10159899>
x = |10160968,10160989>
x = |10162018,10162039>
x = |10163077,10163098>
x = |10164097,10164118>
x = |10165074,10165095>
x = |10166051,10166072>
x = |10166994,10167015>
x = |10167937,10167958>
x = |10278914,10278938>
x = |10280521,10280545>
x = |10282118,10282142>
x = |10283715,10283739>
x = |10285308,10285332>
x = |10286894,10286918>
x = |103314,103335>
x = |10398519,10398546>
x = |105578,105599>
x = |10647659,10647682>
x = |10648422,10648445>
x = |10649137,10649160>
x = |10652045,10652059>
x = |10654066,10654080>
x = |10656044,10656058>
x = |10657948,10657962>
x = |10659751,10659765>
x = |10661515,10661529>
x = |10663236,10663250>
x = |10664931,10664945>
x = |107841,107862>
x = |10915,10939>
x = |110103,110124>
x = |112308,112329>
x = |11359150,11359181>
x = |11359151,11359181>
x = |11362621,11362648>
x = |11366203,11366232>
x = |11366694,11366723>
x = |11423156,11423175>
x = |114456,114477>
x = |11479071,11479100>
x = |11602727,11602748>
x = |11602727,11602759>
x = |1165070,1165095>
x = |116548,116569>
x = |11747494,11747518>
x = |11764509,11764522>
x = |1180075,1180087>
x = |1181935,1181947>
x = |118581,118602>
x = |11902976,11903006>
x = |12027134,12027157>
x = |12028307,12028330>
x = |12029480,12029503>
x = |12033369,12033396>
x = |12033777,12033804>
x = |12034801,12034821>
x = |12034878,12034905>
x = |12035142,12035162>
x = |12035219,12035246>
x = |12047271,12047296>
x = |12049439,12049464>
x = |12052658,12052690>
x = |120614,120635>
x = |12222221,12222243>
x = |12223437,12223459>
x = |12246332,12246353>
x = |122646,122667>
x = |1243242,1243272>
x = |12449272,12449302>
x = |12450249,12450279>
x = |12451226,12451256>
x = |12452203,12452233>
x = |12453157,12453187>
x = |124564,124585>
x = |12461866,12461886>
x = |12587255,12587281>
x = |12605932,12605950>
x = |126366,126387>
x = |1271447,1271463>
x = |1272457,1272473>
x = |128110,128131>
x = |12963637,12963656>
x = |12963644,12963656>
x = |12964245,12964264>
x = |12964252,12964264>
x = |12964838,12964857>
x = |12964845,12964857>
x = |129833,129854>
x = |12989027,12989048>
x = |13074164,13074179>
x = |13082067,13082096>
x = |13083623,13083652>
x = |13085181,13085210>
x = |131523,131544>
x = |13272608,13272627>
x = |13274437,13274456>
x = |13299924,13299939>
x = |13303843,13303858>
x = |13307741,13307756>
x = |13332051,13332083>
x = |13334613,13334645>
x = |13353456,13353473>
x = |13393472,13393500>
x = |13395077,13395105>
x = |13406909,13406931>
x = |13406913,13406931>
x = |13411772,13411794>
x = |13411776,13411794>
x = |13416622,13416644>
x = |13416626,13416644>
x = |13432001,13432022>
x = |13432593,13432614>
x = |13451050,13451074>
x = |13452747,13452771>
x = |13551314,13551333>
x = |13551856,13551875>
x = |13552397,13552416>
x = |13552721,13552740>
x = |13670319,13670344>
x = |13672414,13672439>
x = |13713919,13713938>
x = |13729379,13729408>
x = |13753574,13753590>
x = |14107794,14107810>
x = |1411036,1411057>
x = |14119843,14119867>
x = |14119845,14119867>
x = |14120067,14120091>
x = |14120069,14120091>
x = |14121087,14121117>
x = |14126355,14126372>
x = |14440107,14440136>
x = |14440361,14440390>
x = |14544166,14544184>
x = |14617339,14617354>
x = |1474926,1474944>
x = |14750140,14750170>
x = |14750422,14750452>
x = |14750704,14750734>
x = |1475581,1475604>
x = |1475844,1475873>
x = |1476089,1476112>
x = |1483887,1483905>
x = |1484381,1484399>
x = |1484381,1484409>
x = |1484617,1484644>
x = |1484619,1484644>
x = |1485302,1485320>
x = |14857943,14857961>
x = |14945423,14945454>
x = |14945429,14945454>
x = |14947803,14947824>
x = |1496075,1496102>
x = |1496076,1496102>
x = |1496084,1496102>
x = |14964449,14964474>
x = |14964460,14964474>
x = |14966252,14966266>
x = |15019920,15019941>
x = |15022840,15022861>
x = |15025419,15025440>
x = |15027925,15027946>
x = |15029658,15029679>
x = |15032232,15032253>
x = |15033914,15033935>
x = |15069663,15069693>
x = |15069674,15069693>
x = |15071599,15071629>
x = |15071610,15071629>
x = |15073535,15073565>
x = |15073546,15073565>
x = |15083591,15083611>
x = |15083593,15083611>
x = |15083977,15084001>
x = |15083982,15084001>
x = |15085811,15085836>
x = |15085813,15085836>
x = |15087570,15087595>
x = |15087572,15087595>
x = |15222965,15222986>
x = |15224345,15224366>
x = |15225715,15225736>
x = |15227340,15227363>
x = |15346679,15346701>
x = |1534789,1534807>
x = |1537168,1537186>
x = |1537720,1537738>
x = |15430871,15430889>
x = |15448953,15448984>
x = |15448959,15448984>
x = |15448966,15448984>
x = |15462696,15462717>
x = |15466253,15466274>
x = |15467407,15467428>
x = |15468107,15468128>
x = |15472585,15472615>
x = |15562428,15562452>
