x = |10357630,10357673>
x = |10360364,10360406>
x = |10360728,10360759>
x = |10361448,10361490>
x = |10361812,10361843>
x = |10362532,10362574>
x = |10362896,10362927>
x = |10384083,10384123>
x = |10384084,10384123>
x = |10384111,10384151>
x = |10385589,10385629>
x = |10385590,10385629>
x = |10385617,10385657>
x = |10441745,10441787>
x = |11353674,11353718>
x = |11354241,11354285>
x = |11366643,11366681>
x = |11366684,11366709>
x = |11429113,11429156>
x = |11431747,11431790>
x = |11434381,11434424>
x = |11436838,11436881>
x = |11439474,11439517>
x = |11454250,11454287>
x = |11455783,11455820>
x = |11460237,11460274>
x = |11461017,11461054>
x = |11461797,11461834>
x = |11462577,11462614>
x = |11463231,11463268>
x = |11463885,11463922>
x = |11464646,11464673>
x = |11464657,11464700>
x = |11465111,11465138>
x = |11465122,11465165>
x = |11478902,11478946>
x = |11479061,11479086>
x = |11542753,11542796>
x = |11544550,11544593>
x = |11546347,11546390>
x = |11606688,11606713>
x = |11607015,11607040>
x = |11804085,11804129>
x = |12032776,12032820>
x = |12032832,12032876>
x = |12033000,12033045>
x = |12034544,12034588>
x = |12036525,12036569>
x = |12036627,12036652>
x = |12036844,12036888>
x = |12036946,12036971>
x = |12037567,12037611>
x = |12041210,12041254>
x = |12044839,12044880>
x = |12044839,12044882>
x = |12044948,12044992>
x = |12054314,12054358>
x = |12241445,12241489>
x = |12241565,12241597>
x = |12243117,12243161>
x = |12243237,12243269>
x = |12246603,12246628>
x = |12364453,12364482>
x = |12364453,12364484>
x = |12457035,12457078>
x = |12457870,12457901>
x = |12458211,12458254>
x = |12459046,12459077>
x = |12508344,12508375>
x = |1257989,1258020>
x = |1263411,1263452>
x = |1263411,1263454>
x = |12637291,12637320>
x = |12637379,12637404>
x = |12638180,12638209>
x = |12638268,12638293>
x = |12638879,12638908>
x = |1264835,1264876>
x = |1264835,1264878>
x = |1266249,1266290>
x = |1266249,1266292>
x = |12674622,12674666>
x = |12674622,12674667>
x = |12674996,12675040>
x = |12674996,12675041>
x = |1267660,1267701>
x = |1267660,1267703>
x = |1268810,1268851>
x = |1268810,1268853>
x = |12766636,12766676>
x = |12766720,12766766>
x = |12767062,12767102>
x = |12767146,12767192>
x = |12767472,12767512>
x = |12767556,12767602>
x = |12767806,12767846>
x = |12767890,12767936>
x = |12768140,12768180>
x = |12768224,12768270>
x = |12772013,12772059>
x = |13002251,13002294>
x = |13004574,13004617>
x = |13006897,13006940>
x = |13009220,13009263>
x = |13011543,13011586>
x = |13013866,13013909>
x = |13037909,13037948>
x = |13038644,13038683>
x = |1323133,1323160>
x = |1324767,1324811>
x = |1325277,1325321>
x = |1325760,1325804>
x = |13276011,13276055>
x = |13276296,13276329>
x = |13297099,13297127>
x = |1331319,1331344>
x = |13343494,13343524>
x = |13343521,13343552>
x = |1358279,1358320>
x = |1358313,1358348>
x = |1359264,1359305>
x = |1359298,1359333>
x = |1360228,1360269>
x = |1360262,1360297>
x = |13627777,13627817>
x = |13632173,13632217>
x = |13726274,13726310>
x = |13729353,13729394>
x = |13730088,13730129>
x = |13730122,13730157>
x = |13730154,13730186>
x = |13730280,13730321>
x = |139533,139558>
x = |139738,139782>
x = |13984332,13984363>
x = |14123983,14124019>
x = |14124415,14124451>
x = |14124847,14124883>
x = |14128350,14128377>
x = |14132111,14132136>
x = |14132292,14132332>
x = |14141472,14141503>
x = |14231195,14231240>
x = |14232489,14232534>
x = |14233783,14233828>
x = |14235077,14235122>
x = |14236371,14236416>
x = |14237665,14237710>
x = |14238959,14239004>
x = |14240253,14240298>
x = |14241474,14241519>
x = |14352945,14352989>
x = |14353085,14353129>
x = |14353104,14353129>
x = |14353141,14353186>
x = |14437376,14437401>
x = |1449686,1449730>
x = |1449770,1449814>
x = |1449798,1449842>
x = |14535392,14535434>
x = |14702755,14702800>
x = |14703192,14703236>
x = |14703220,14703265>
x = |14703433,14703474>
x = |14708300,14708340>
