x = |10000096,10000109>
x = |10001478,10001499>
x = |10001703,10001720>
x = |10001703,10001726>
x = |10001703,10001727>
x = |10001704,10001720>
x = |10001704,10001726>
x = |10001704,10001727>
x = |10001766,10001791>
x = |10001847,10001862>
x = |10001968,10001981>
x = |10003350,10003371>
x = |10003575,10003592>
x = |10003576,10003592>
x = |10003938,10003947>
x = |10005629,10005638>
x = |10007320,10007329>
x = |10009677,10009688>
x = |10009893,10009914>
x = |10009922,10009935>
x = |10011247,10011268>
x = |10011276,10011289>
x = |10012975,10012996>
x = |10013267,10013274>
x = |10013645,10013658>
x = |10013801,10013822>
x = |10014082,10014089>
x = |10014460,10014473>
x = |10014829,10014836>
x = |10015207,10015220>
x = |10015616,10015629>
x = |10015704,10015715>
x = |10015777,10015796>
x = |10015911,10015928>
x = |10016891,10016913>
x = |10017167,10017193>
x = |10017816,10017826>
x = |1001869,1001884>
x = |10018725,10018745>
x = |10018867,10018886>
x = |1001896,1001906>
x = |1001896,1001910>
x = |10018970,10018997>
x = |10019721,10019731>
x = |10020630,10020650>
x = |10020772,10020791>
x = |10020875,10020902>
x = |10021625,10021635>
x = |10022519,10022539>
x = |1002260,1002273>
x = |10022661,10022680>
x = |10022764,10022791>
x = |10023588,10023615>
x = |10024515,10024530>
x = |10024850,10024857>
x = |10024850,10024858>
x = |10025045,10025060>
x = |10025380,10025387>
x = |10025380,10025388>
x = |1002683,1002698>
x = |1002710,1002720>
x = |1002710,1002724>
x = |10028265,10028278>
x = |10028873,10028899>
x = |10029315,10029341>
x = |10030142,10030159>
x = |1003074,1003087>
x = |10030787,10030810>
x = |10030985,10031002>
x = |10030985,10031008>
x = |10031824,10031841>
x = |10031824,10031847>
x = |10032656,10032673>
x = |10032656,10032679>
x = |10033434,10033456>
x = |10034834,10034854>
x = |10035028,10035045>
x = |10035890,10035907>
x = |10036018,10036043>
x = |10036956,10036976>
x = |1003854,1003868>
x = |1003854,1003876>
x = |10038675,10038698>
x = |10039328,10039348>
x = |10039382,10039397>
x = |10039389,10039397>
x = |10040108,10040125>
x = |10040183,10040195>
x = |10040957,10040974>
x = |10041032,10041044>
x = |10041370,10041390>
x = |10041564,10041581>
x = |10042149,10042169>
x = |10042343,10042360>
x = |10043012,10043032>
x = |10043206,10043223>
x = |10043590,10043610>
x = |10043784,10043801>
x = |1004430,1004441>
x = |10044453,10044473>
x = |10044647,10044664>
x = |10046951,10046977>
x = |10047259,10047271>
x = |10047259,10047275>
x = |10047810,10047836>
x = |10048085,10048097>
x = |10048085,10048101>
x = |10048636,10048662>
x = |10048944,10048956>
x = |10048944,10048960>
x = |10049222,10049248>
x = |10049530,10049542>
x = |10049530,10049546>
x = |10049715,10049741>
x = |1005013,1005028>
x = |10051829,10051850>
x = |10054426,10054440>
x = |10055294,10055308>
x = |1005546,1005570>
x = |10056634,10056648>
x = |1005692,1005707>
x = |10057559,10057582>
x = |10057886,10057900>
x = |10058746,10058760>
x = |10059603,10059617>
x = |10060457,10060471>
x = |10061324,10061338>
x = |10062187,10062201>
x = |1006225,1006249>
x = |10063049,10063063>
x = |10063577,10063600>
x = |10063839,10063858>
x = |10063910,10063924>
x = |1006411,1006423>
x = |1006411,1006437>
x = |10064437,10064460>
x = |10064699,10064724>
x = |10064792,10064811>
x = |10064863,10064877>
x = |10065389,10065412>
x = |10065654,10065673>
x = |10065725,10065739>
x = |10066249,10066272>
x = |10066588,10066602>
x = |10067032,10067055>
x = |10067371,10067385>
x = |10067900,10067923>
x = |10068239,10068253>
x = |10068692,10068715>
x = |10069031,10069045>
x = |10069897,10069911>
x = |10070732,10070746>
x = |10071262,10071285>
x = |10071599,10071613>
x = |10073012,10073021>
x = |10073198,10073205>
x = |1007369,1007392>
x = |1007377,1007392>
x = |10074787,10074796>
x = |10074973,10074980>
x = |1007648,1007671>
x = |10076552,10076561>
x = |1007656,1007671>
x = |10076738,10076745>
x = |10078305,10078314>
x = |10078491,10078498>
x = |1007929,1007952>
x = |1007937,1007952>
x = |10079435,10079456>
x = |10080471,10080480>
x = |10080738,10080760>
x = |100808,100834>
x = |1008199,1008222>
x = |1008207,1008222>
x = |100822,100834>
x = |100822,100840>
x = |1008483,1008506>
