x = |10000637,10000652>
x = |10000975,10001004>
x = |10001143,10001156>
x = |10001162,10001177>
x = |1000153,1000179>
x = |1000157,1000179>
x = |10001665,10001686>
x = |10001665,10001687>
x = |10001665,10001693>
x = |1000171,1000188>
x = |10001734,10001753>
x = |10001739,10001753>
x = |1000175,1000188>
x = |1000201,1000219>
x = |10002509,10002524>
x = |10002847,10002876>
x = |10003015,10003028>
x = |10003034,10003049>
x = |10003537,10003558>
x = |10003537,10003559>
x = |10003537,10003565>
x = |10003924,10003947>
x = |10004009,10004018>
x = |10004995,10005015>
x = |10005258,10005275>
x = |10005615,10005638>
x = |10005700,10005709>
x = |100059,100083>
x = |100059,100086>
x = |10006686,10006706>
x = |10006949,10006966>
x = |10007306,10007329>
x = |10007391,10007400>
x = |10008371,10008391>
x = |10008634,10008651>
x = |1000886,1000913>
x = |10009002,10009014>
x = |10009002,10009025>
x = |10009559,10009582>
x = |10009756,10009767>
x = |10010538,10010548>
x = |10010538,10010553>
x = |1001109,1001135>
x = |10011110,10011121>
x = |1001113,1001135>
x = |1001127,1001144>
x = |1001131,1001144>
x = |1001157,1001175>
x = |10011892,10011902>
x = |10011892,10011907>
x = |10012533,10012559>
x = |10012581,10012607>
x = |10012884,10012896>
x = |10012885,10012896>
x = |10013275,10013304>
x = |10013332,10013353>
x = |10013376,10013395>
x = |10013376,10013398>
x = |10014090,10014119>
x = |10014147,10014168>
x = |10014191,10014210>
x = |10014191,10014213>
x = |10014837,10014866>
x = |10014894,10014915>
x = |10014938,10014957>
x = |10014938,10014960>
x = |10015303,10015324>
x = |10015347,10015366>
x = |10015347,10015369>
x = |10015697,10015715>
x = |10015829,10015857>
x = |10016887,10016913>
x = |10018160,10018186>
x = |10020065,10020091>
x = |1002031,1002054>
x = |10021954,10021980>
x = |100232,100254>
x = |10023759,10023776>
x = |10023902,10023931>
x = |10024313,10024338>
x = |10024668,10024693>
x = |10024671,10024693>
x = |10024833,10024857>
x = |10024833,10024858>
x = |10025198,10025223>
x = |10025201,10025223>
x = |10025363,10025387>
x = |10025363,10025388>
x = |10025922,10025948>
x = |10026097,10026113>
x = |10026759,10026785>
x = |10026933,10026949>
x = |10027563,10027589>
x = |10027738,10027754>
x = |10028280,10028295>
x = |10028421,10028436>
x = |1002845,1002868>
x = |10029077,10029100>
x = |10029519,10029542>
x = |10029897,10029917>
x = |10029964,10029986>
x = |10030260,10030285>
x = |10030295,10030316>
x = |10031278,10031294>
x = |10031748,10031770>
x = |10031937,10031962>
x = |10032111,10032127>
x = |10032580,10032602>
x = |10032769,10032794>
x = |1003368,1003390>
x = |10034164,10034183>
x = |10034866,10034877>
x = |10035643,10035663>
x = |10035967,10035977>
x = |10036078,10036089>
x = |1003615,1003637>
x = |10036416,10036440>
x = |10037270,10037294>
x = |10037498,10037523>
x = |10037605,10037615>
x = |10037605,10037628>
x = |10037611,10037628>
x = |10037994,10038019>
x = |10038101,10038111>
x = |10038101,10038124>
x = |10038107,10038124>
x = |10038430,10038450>
x = |10038903,10038931>
x = |1003896,1003918>
x = |10039333,10039348>
x = |10039782,10039806>
x = |10039862,10039882>
x = |100402,100426>
x = |100402,100429>
x = |10040635,10040659>
x = |10040711,10040731>
x = |10043645,10043659>
x = |1004378,1004396>
x = |1004385,1004396>
x = |10044508,10044522>
x = |1004485,1004498>
x = |1004507,1004520>
x = |10045697,10045716>
x = |10045824,10045835>
x = |10046252,10046271>
x = |10046379,10046390>
x = |10047248,10047271>
x = |10047248,10047275>
x = |10047252,10047271>
x = |10047252,10047275>
x = |10047427,10047443>
x = |10047716,10047726>
x = |10048074,10048097>
x = |10048074,10048101>
x = |10048078,10048097>
x = |10048078,10048101>
x = |10048253,10048269>
x = |10048542,10048552>
x = |10048933,10048956>
x = |10048933,10048960>
x = |10048937,10048956>
x = |10048937,10048960>
x = |10049519,10049542>
x = |10049519,10049546>
x = |10049523,10049542>
x = |10049523,10049546>
x = |10050252,10050271>
x = |10050252,10050275>
x = |10050379,10050390>
x = |10050472,10050486>
x = |10050472,10050492>
x = |10050580,10050590>
x = |10050800,10050815>
x = |10050917,10050935>
x = |10051328,10051342>
x = |10051328,10051348>
x = |10051773,10051791>
x = |10051803,10051831>
x = |10052184,10052198>
x = |10052184,10052204>
x = |10052957,10052981>
x = |10053040,10053054>
x = |10053040,10053060>
x = |10053759,10053783>
x = |1005403,1005425>
x = |10054124,10054149>
x = |10054628,10054652>
x = |10054926,10054935>
x = |10055496,10055520>
x = |10055794,10055803>
x = |10056266,10056275>
x = |10056836,10056860>
x = |10057134,10057143>
x = |10057758,10057777>
x = |10058167,10058184>
x = |10058547,10058574>
x = |10058618,10058637>
x = |10059027,10059044>
x = |10059407,10059434>
x = |10059478,10059497>
x = |10059884,10059901>
x = |10060264,10060285>
x = |10060329,10060348>
x = |1006082,1006104>
x = |10060955,10060964>
x = |10061526,10061550>
x = |10061596,10061624>
x = |10062055,10062078>
x = |10062389,10062413>
x = |10063130,10063154>
x = |10063251,10063275>
x = |10063320,10063348>
x = |10063547,10063556>
x = |1006389,1006413>
x = |10064112,10064136>
x = |10064180,10064208>
x = |10064407,10064416>
x = |1006498,1006514>
x = |10065065,10065089>
x = |10065359,10065368>
x = |10065593,10065616>
x = |10065597,10065616>
x = |10065628,10065656>
x = |10065636,10065656>
x = |10065927,10065937>
x = |10065927,10065951>
x = |10066790,10066814>
x = |10068040,10068051>
x = |10068107,10068130>
x = |10068111,10068130>
x = |10068832,10068843>
x = |10068899,10068922>
x = |10068903,10068922>
x = |10069530,10069539>
x = |10069765,10069788>
x = |10069769,10069788>
x = |10070365,10070374>
x = |10070600,10070623>
x = |10070604,10070623>
x = |10071232,10071241>
x = |10071471,10071490>
x = |10071588,10071613>
x = |10072453,10072468>
x = |10072749,10072769>
x = |10073054,10073082>
x = |10073404,10073413>
x = |10074248,10074263>
x = |10074829,10074857>
x = |10075179,10075188>
x = |10075993,10076008>
x = |10076289,10076309>
x = |10076594,10076622>
x = |10076944,10076953>
x = |10077746,10077761>
x = |10078042,10078062>
x = |10078347,10078375>
x = |10078697,10078706>
x = |100787,100798>
x = |100787,100804>
x = |10079079,10079092>
x = |10079082,10079092>
x = |10080470,10080480>
x = |10080736,10080760>
x = |10080812,10080822>
x = |10080812,10080828>
x = |10080848,10080869>
x = |10080850,10080869>
