x = |10001162,10001183>
x = |10001665,10001680>
x = |10001665,10001689>
x = |1000201,1000217>
x = |10003034,10003055>
x = |10003537,10003552>
x = |10003537,10003561>
x = |10003905,10003923>
x = |10005596,10005614>
x = |10007287,10007305>
x = |1001157,1001173>
x = |100232,100245>
x = |10026097,10026115>
x = |10026933,10026951>
x = |10027738,10027756>
x = |10030434,10030452>
x = |10031278,10031296>
x = |10032111,10032129>
x = |10032898,10032912>
x = |1004485,1004496>
x = |10050842,10050863>
x = |100517,100530>
x = |1006,1027>
x = |10072401,10072411>
x = |10072413,10072433>
x = |10072453,10072466>
x = |10074196,10074206>
x = |10074208,10074228>
x = |10074248,10074261>
x = |10075941,10075951>
x = |10075953,10075973>
x = |10075993,10076006>
x = |10077694,10077704>
x = |10077706,10077726>
x = |10077746,10077759>
x = |10079287,10079308>
x = |10080812,10080825>
x = |10081635,10081658>
x = |10083504,10083534>
x = |10084003,10084033>
x = |10084462,10084492>
x = |10084791,10084801>
x = |10087386,10087412>
x = |10087391,10087412>
x = |10087393,10087412>
x = |10087397,10087412>
x = |10088935,10088947>
x = |10090653,10090665>
x = |10092371,10092383>
x = |10096430,10096456>
x = |10096927,10096938>
x = |10096927,10096939>
x = |10097026,10097048>
x = |10098279,10098305>
x = |10098776,10098787>
x = |10098776,10098788>
x = |10098875,10098897>
x = |1010,1027>
x = |10100127,10100153>
x = |10100624,10100635>
x = |10100624,10100636>
x = |10100723,10100745>
x = |10101977,10102003>
x = |10102471,10102482>
x = |10102471,10102483>
x = |10102570,10102592>
x = |10103823,10103849>
x = |10104317,10104328>
x = |10104317,10104329>
x = |10104416,10104438>
x = |10105670,10105696>
x = |10106145,10106156>
x = |10106145,10106157>
x = |10106244,10106266>
x = |10107497,10107523>
x = |10107972,10107983>
x = |10107972,10107984>
x = |10108071,10108093>
x = |10109325,10109351>
x = |10109797,10109808>
x = |10109797,10109809>
x = |10109896,10109918>
x = |10111148,10111174>
x = |10111322,10111338>
x = |10112518,10112544>
x = |10112695,10112711>
x = |10113857,10113883>
x = |10114359,10114370>
x = |10114359,10114371>
x = |10114458,10114480>
x = |10115015,10115029>
x = |10116025,10116039>
x = |10130619,10130641>
x = |10159091,10159108>
x = |10160179,10160196>
x = |10161269,10161286>
x = |10162319,10162336>
x = |10163378,10163395>
x = |10164398,10164415>
x = |10165375,10165392>
x = |10166352,10166369>
x = |10167295,10167312>
x = |10168238,10168255>
x = |10169435,10169456>
x = |10171421,10171451>
x = |10171459,10171481>
x = |10171464,10171481>
x = |10171693,10171707>
x = |10172061,10172077>
x = |10175558,10175573>
x = |10176122,10176138>
x = |10179558,10179573>
x = |10183517,10183532>
x = |10184081,10184097>
x = |10187459,10187474>
x = |10188023,10188039>
x = |10191401,10191416>
x = |10191965,10191981>
x = |10195343,10195358>
x = |10195907,10195923>
x = |10199285,10199300>
x = |10199849,10199865>
x = |10203224,10203239>
x = |10203788,10203804>
x = |10207163,10207178>
