x = |10119123,10119158>
x = |10119129,10119158>
x = |10120388,10120423>
x = |10120394,10120423>
x = |10121613,10121648>
x = |10121619,10121648>
x = |10122838,10122873>
x = |10122844,10122873>
x = |10360714,10360759>
x = |10361798,10361843>
x = |10362882,10362927>
x = |10383652,10383685>
x = |10384231,10384267>
x = |10385158,10385191>
x = |10385737,10385773>
x = |10437753,10437779>
x = |10437795,10437835>
x = |10437833,10437863>
x = |10437851,10437891>
x = |10438348,10438374>
x = |10438390,10438430>
x = |10438428,10438458>
x = |10438446,10438486>
x = |10438919,10438945>
x = |10438961,10439001>
x = |10438999,10439029>
x = |10439017,10439057>
x = |10439515,10439541>
x = |10439557,10439597>
x = |10543212,10543255>
x = |10635932,10635961>
x = |10649803,10649844>
x = |11365462,11365501>
x = |11365927,11365966>
x = |11366151,11366190>
x = |11366418,11366457>
x = |11453636,11453681>
x = |11454114,11454158>
x = |11454117,11454158>
x = |11455169,11455214>
x = |11455647,11455691>
x = |11455650,11455691>
x = |11456702,11456747>
x = |11457180,11457224>
x = |11457183,11457224>
x = |11457951,11457996>
x = |11458429,11458473>
x = |11458432,11458473>
x = |11459173,11459218>
x = |11459651,11459695>
x = |11459654,11459695>
x = |11460101,11460145>
x = |11460104,11460145>
x = |11460881,11460925>
x = |11460884,11460925>
x = |11461661,11461705>
x = |11461664,11461705>
x = |11462441,11462485>
x = |11462444,11462485>
x = |11463095,11463139>
x = |11463098,11463139>
x = |11463749,11463793>
x = |11463752,11463793>
x = |11478795,11478834>
x = |11479019,11479058>
x = |11479283,11479313>
x = |11519308,11519340>
x = |11519728,11519768>
x = |11519740,11519768>
x = |11606698,11606741>
x = |11607025,11607068>
x = |11942464,11942501>
x = |11942785,11942822>
x = |11943106,11943143>
x = |11943408,11943445>
x = |12033138,12033166>
x = |12034551,12034588>
x = |12034799,12034835>
x = |12035140,12035176>
x = |12037605,12037639>
x = |12037892,12037929>
x = |12044811,12044852>
x = |12053638,12053668>
x = |12053789,12053821>
x = |12242690,12242724>
x = |12244362,12244396>
x = |12307893,12307935>
x = |12308493,12308535>
x = |12308737,12308779>
x = |12441957,12441990>
x = |12637362,12637404>
x = |12637536,12637582>
x = |12638251,12638293>
x = |13240978,13241013>
x = |13241330,13241370>
x = |13241333,13241370>
x = |13275629,13275664>
x = |13275633,13275664>
x = |13276074,13276110>
x = |132968,133009>
x = |13297027,13297069>
x = |13297040,13297069>
x = |1330395,1330425>
x = |133052,133093>
x = |1331192,1331232>
x = |13343591,13343636>
x = |13343619,13343664>
x = |13343653,13343692>
x = |13343735,13343776>
x = |13632118,13632161>
x = |13726312,13726338>
x = |13726357,13726394>
x = |13726637,13726672>
x = |13729441,13729478>
x = |13730340,13730377>
x = |13755301,13755346>
x = |13864385,13864428>
x = |13864471,13864513>
x = |139278,139312>
x = |14049079,14049125>
x = |14110823,14110854>
x = |14112098,14112136>
x = |14113326,14113357>
x = |14114601,14114639>
x = |14122773,14122808>
x = |14124021,14124047>
x = |14124066,14124103>
x = |14124453,14124479>
x = |14124498,14124535>
x = |14124885,14124911>
x = |14124930,14124967>
x = |14125383,14125424>
x = |14125409,14125452>
x = |14125799,14125840>
x = |14125825,14125868>
x = |14126086,14126127>
x = |14126112,14126155>
x = |14126410,14126443>
x = |14126431,14126471>
x = |14126546,14126583>
x = |14126627,14126667>
x = |14128368,14128405>
x = |14128424,14128461>
x = |14128701,14128741>
x = |14128760,14128797>
x = |14128795,14128825>
x = |14131887,14131927>
x = |14132099,14132136>
x = |14132459,14132493>
x = |14231199,14231240>
x = |14232493,14232534>
x = |14233787,14233828>
x = |14235081,14235122>
x = |14236375,14236416>
x = |14237669,14237710>
x = |14238963,14239004>
x = |14240257,14240298>
x = |14241478,14241519>
x = |14437388,14437430>
x = |1449728,1449758>
x = |1449786,1449814>
x = |14535734,14535779>
x = |14535770,14535807>
x = |14535888,14535918>
x = |14702815,14702856>
x = |14702923,14702953>
x = |14703178,14703208>
