x = |16983282,16983338>
x = |16983856,16983912>
x = |16984362,16984418>
x = |16984859,16984915>
x = |18590500,18590555>
x = |23151193,23151246>
x = |24478455,24478503>
x = |27504474,27504526>
x = |30003508,30003564>
x = |30004082,30004138>
x = |30004588,30004644>
x = |30005085,30005141>
x = |32700469,32700528>
x = |35185366,35185427>
x = |36466560,36466616>
x = |36466562,36466616>
x = |36642320,36642378>
x = |36642322,36642378>
x = |37050837,37050892>
x = |7722061,7722123>
x = |8174664,8174718>
