x = |10613062,10613104>
x = |10613681,10613723>
x = |10613874,10613916>
x = |10614493,10614535>
x = |10615016,10615058>
x = |23797848,23797890>
x = |23798967,23799009>
x = |23800085,23800127>
x = |23801189,23801231>
x = |23802288,23802330>
x = |32310611,32310653>
x = |32311227,32311269>
x = |32662806,32662853>
x = |32662811,32662853>
x = |32663393,32663435>
x = |32933043,32933090>
x = |32933048,32933090>
x = |32933628,32933670>
x = |36661300,36661342>
x = |36664066,36664108>
x = |7329889,7329931>
x = |7329891,7329931>
x = |7331008,7331050>
x = |7331010,7331050>
x = |7626076,7626118>
x = |7626696,7626738>
x = |7627177,7627219>
x = |7627797,7627839>
x = |7628332,7628374>
