x = |10086969,10086988>
x = |10808655,10808687>
x = |11369402,11369436>
x = |1247773,1247808>
x = |12960755,12960781>
x = |13157265,13157291>
x = |13158014,13158040>
x = |13569865,13569891>
x = |14342284,14342318>
x = |1577359,1577395>
x = |16548289,16548315>
x = |16598589,16598619>
x = |16600412,16600442>
x = |1986644,1986674>
x = |21255867,21255901>
x = |21256829,21256863>
x = |21257789,21257823>
x = |21258745,21258779>
x = |22579407,22579441>
x = |22579718,22579752>
x = |22579960,22579994>
x = |22580220,22580254>
x = |22581170,22581204>
x = |22581635,22581669>
x = |22595414,22595448>
x = |22595719,22595753>
x = |28667220,28667256>
x = |28667811,28667847>
x = |29711915,29711949>
x = |2971967,2972003>
x = |30255098,30255132>
x = |30255936,30255970>
x = |30256401,30256435>
x = |30641275,30641301>
x = |31452656,31452674>
x = |31535424,31535456>
x = |31572847,31572881>
x = |31691334,31691370>
x = |31767309,31767345>
x = |33055702,33055738>
x = |33305282,33305314>
x = |34066555,34066587>
x = |35509067,35509103>
x = |35535886,35535922>
x = |35577677,35577713>
x = |368439,368475>
x = |368744,368780>
x = |37017757,37017789>
x = |6174279,6174315>
x = |7265554,7265590>
x = |7266387,7266423>
x = |7267138,7267174>
x = |7267896,7267932>
